checkpoint_path,distraction_set,env_id,control_mode,include_depth,num_eval_episodes,max_episode_steps,message,num_sucessful_episodes,success_percent
checkpoints/best_eval_success_once__BIMANUAL_JAN30.pt,light_color,DualArmPushBox-v1,pd_joint_pos,False,100,500,placeholder,-1.0,-1.0
checkpoints/best_eval_success_once__BIMANUAL_JAN30.pt,mo_size,DualArmPushBox-v1,pd_joint_pos,False,100,500,placeholder,-1.0,-1.0
checkpoints/best_eval_success_once__BIMANUAL_JAN30.pt,camera_pose,DualArmPushBox-v1,pd_joint_pos,False,100,500,results,60.0,60.0
checkpoints/best_eval_success_once__BIMANUAL_JAN30.pt,ro_size,DualArmPushBox-v1,pd_joint_pos,False,100,500,placeholder,-1.0,-1.0
checkpoints/best_eval_success_once__BIMANUAL_JAN30.pt,mo_size,DualArmPushBox-v1,pd_joint_pos,False,100,500,results,78.0,78.0
checkpoints/best_eval_success_once__BIMANUAL_JAN30.pt,background_texture,DualArmPushBox-v1,pd_joint_pos,False,100,500,placeholder,-1.0,-1.0
checkpoints/best_eval_success_once__BIMANUAL_JAN30.pt,ro_size,DualArmPushBox-v1,pd_joint_pos,False,100,500,results,74.0,74.0
checkpoints/best_eval_success_once__BIMANUAL_JAN30.pt,background_color,DualArmPushBox-v1,pd_joint_pos,False,100,500,placeholder,-1.0,-1.0
checkpoints/best_eval_success_once__BIMANUAL_JAN30.pt,background_texture,DualArmPushBox-v1,pd_joint_pos,False,100,500,results,73.0,73.0
checkpoints/best_eval_success_once__BIMANUAL_JAN30.pt,mo_mass,DualArmPushBox-v1,pd_joint_pos,False,100,500,placeholder,-1.0,-1.0
checkpoints/best_eval_success_once__BIMANUAL_JAN30.pt,background_color,DualArmPushBox-v1,pd_joint_pos,False,100,500,results,81.0,81.0
checkpoints/best_eval_success_once__BIMANUAL_JAN30.pt,none,DualArmPourPot-v1,pd_joint_pos,False,100,500,placeholder,-1.0,-1.0
checkpoints/best_eval_success_once__BIMANUAL_JAN30.pt,mo_mass,DualArmPushBox-v1,pd_joint_pos,False,100,500,results,53.0,53.0
checkpoints/best_eval_success_once__BIMANUAL_JAN30.pt,all,DualArmPourPot-v1,pd_joint_pos,False,100,500,placeholder,-1.0,-1.0
checkpoints/best_eval_success_once__BIMANUAL_JAN30.pt,distractor_object,DualArmPourPot-v1,pd_joint_pos,False,100,500,placeholder,-1.0,-1.0
checkpoints/best_eval_success_once__BIMANUAL_JAN30.pt,mo_color,DualArmPourPot-v1,pd_joint_pos,False,100,500,placeholder,-1.0,-1.0
checkpoints/best_eval_success_once__BIMANUAL_JAN30.pt,none,DualArmPourPot-v1,pd_joint_pos,False,100,500,results,1.0,1.0
checkpoints/best_eval_success_once__BIMANUAL_JAN30.pt,mo_texture,DualArmPourPot-v1,pd_joint_pos,False,100,500,placeholder,-1.0,-1.0
checkpoints/best_eval_success_once__BIMANUAL_JAN30.pt,mo_color,DualArmPourPot-v1,pd_joint_pos,False,100,500,results,3.0,3.0
checkpoints/best_eval_success_once__BIMANUAL_JAN30.pt,ro_color,DualArmPourPot-v1,pd_joint_pos,False,100,500,placeholder,-1.0,-1.0
checkpoints/best_eval_success_once__BIMANUAL_JAN30.pt,mo_texture,DualArmPourPot-v1,pd_joint_pos,False,100,500,results,2.0,2.0
checkpoints/best_eval_success_once__BIMANUAL_JAN30.pt,ro_texture,DualArmPourPot-v1,pd_joint_pos,False,100,500,placeholder,-1.0,-1.0
checkpoints/best_eval_success_once__BIMANUAL_JAN30.pt,ro_color,DualArmPourPot-v1,pd_joint_pos,False,100,500,results,2.0,2.0
checkpoints/best_eval_success_once__BIMANUAL_JAN30.pt,table_color,DualArmPourPot-v1,pd_joint_pos,False,100,500,placeholder,-1.0,-1.0
checkpoints/best_eval_success_once__BIMANUAL_JAN30.pt,ro_texture,DualArmPourPot-v1,pd_joint_pos,False,100,500,results,3.0,3.0
checkpoints/best_eval_success_once__BIMANUAL_JAN30.pt,table_texture,DualArmPourPot-v1,pd_joint_pos,False,100,500,placeholder,-1.0,-1.0
checkpoints/best_eval_success_once__BIMANUAL_JAN30.pt,table_color,DualArmPourPot-v1,pd_joint_pos,False,100,500,results,1.0,1.0
checkpoints/best_eval_success_once__BIMANUAL_JAN30.pt,camera_pose,DualArmPourPot-v1,pd_joint_pos,False,100,500,placeholder,-1.0,-1.0
checkpoints/best_eval_success_once__BIMANUAL_JAN30.pt,table_texture,DualArmPourPot-v1,pd_joint_pos,False,100,500,results,1.0,1.0
checkpoints/best_eval_success_once__BIMANUAL_JAN30.pt,light_color,DualArmPourPot-v1,pd_joint_pos,False,100,500,placeholder,-1.0,-1.0
checkpoints/best_eval_success_once__BIMANUAL_JAN30.pt,mo_size,DualArmPourPot-v1,pd_joint_pos,False,100,500,placeholder,-1.0,-1.0
checkpoints/best_eval_success_once__BIMANUAL_JAN30.pt,camera_pose,DualArmPourPot-v1,pd_joint_pos,False,100,500,results,6.0,6.0
checkpoints/best_eval_success_once__BIMANUAL_JAN30.pt,ro_size,DualArmPourPot-v1,pd_joint_pos,False,100,500,placeholder,-1.0,-1.0
checkpoints/best_eval_success_once__BIMANUAL_JAN30.pt,mo_size,DualArmPourPot-v1,pd_joint_pos,False,100,500,results,11.0,11.0
checkpoints/best_eval_success_once__BIMANUAL_JAN30.pt,background_texture,DualArmPourPot-v1,pd_joint_pos,False,100,500,placeholder,-1.0,-1.0
checkpoints/best_eval_success_once__BIMANUAL_JAN30.pt,ro_size,DualArmPourPot-v1,pd_joint_pos,False,100,500,results,1.0,1.0
checkpoints/best_eval_success_once__BIMANUAL_JAN30.pt,background_color,DualArmPourPot-v1,pd_joint_pos,False,100,500,placeholder,-1.0,-1.0
checkpoints/best_eval_success_once__BIMANUAL_JAN30.pt,background_texture,DualArmPourPot-v1,pd_joint_pos,False,100,500,results,3.0,3.0
checkpoints/best_eval_success_once__BIMANUAL_JAN30.pt,mo_mass,DualArmPourPot-v1,pd_joint_pos,False,100,500,placeholder,-1.0,-1.0
checkpoints/best_eval_success_once__BIMANUAL_JAN30.pt,background_color,DualArmPourPot-v1,pd_joint_pos,False,100,500,results,0.0,0.0
checkpoints/best_eval_success_once__BIMANUAL_JAN30.pt,none,DualArmThreading-v1,pd_joint_pos,False,100,500,placeholder,-1.0,-1.0
